year,release_date,title,genre,international_box_office,domestic_box_office,worldwide_box_office
2019,November 14th,The Twilight Zone: A 60th Anniversary Celebration,Multiple Genres,,n/a,
2019,November 15th,1800 gramÃ³w,Comedy,2865552.00,n/a,2865552.00
2019,November 14th,Yeonghaeui Balam,Drama,13627.00,n/a,13627.00
2019,November 14th,Sono solo fantasmi,Comedy,1554631.00,n/a,1554631.00
2019,November 14th,Sabjil,Documentary,104682.00,n/a,104682.00
2019,November 15th,Action,Action,9696.00,n/a,9696.00
2019,November 14th,Night Sweats,Thriller/Suspense,,n/a,
2019,November 14th,Quick,Thriller/Suspense,99049.00,n/a,99049.00
2019,December 9th,INXS: Live Baby Live at Wembly Stadium,Concert/Performance,208611.00,n/a,208611.00
2019,November 14th,#Moscou-Royan,Comedy,4326.00,n/a,4326.00
2019,November 15th,Ford v. Ferrari,Drama,106794391.00,117624357.00,224418748.00
2019,November 14th,Il peccato,Drama,1044800.00,n/a,1044800.00
2019,November 14th,Dvoe,Drama,26414.00,n/a,26414.00
2019,November 14th,Daettongryeongeui 7 Sigan,Documentary,198424.00,n/a,198424.00
2019,November 14th,The Brave,Action,2548.00,n/a,2548.00
2019,November 15th,Charlieâ€™s Angels,Action,55378697.00,17801306.00,73180003.00
2019,November 14th,Anatoly Krupnov. He Was,Documentary,7659.00,n/a,7659.00
2019,October 16th,The Bra,Comedy,24468.00,8314.00,32782.00
2019,November 11th,MBF: Manâ€™s Best Friend,Drama,,n/a,
2019,November 13th,Beullaekmeoni,Thriller/Suspense,17849132.00,n/a,17849132.00
2019,November 12th,Everybodyâ€™s Everything,Documentary,201332.00,547207.00,748539.00
2019,November 9th,Mult v. Kino Vypusk No. 106,Adventure,101140.00,n/a,101140.00
2019,November 8th,YaralÄ± Keklik,Drama,433.00,n/a,433.00
2019,November 8th,Wu Lin Gu Er,Drama,18176.00,n/a,18176.00
2019,November 8th,Wo De Quan Wang Nan You,Drama,3470000.00,n/a,3470000.00
2019,November 8th,Ventajas de viajar en tren,Thriller/Suspense,405517.00,n/a,405517.00
2019,November 8th,Å½enskÃ¡ na vrcholu,Romantic Comedy,1506988.00,n/a,1506988.00
2019,November 8th,Sunday Girl,Comedy,,n/a,
2019,November 8th,Technoboss,Musical,10741.00,n/a,10741.00
2019,November 13th,Shakira in Concert: El Dorado World Tour,Concert/Performance,29376.00,n/a,29376.00
2019,December 25th,The Song of Names,Drama,42248.00,1077584.00,1119832.00
2019,November 8th,Rounds,Drama,70554.00,n/a,70554.00
2019,November 8th,Rise Of The Footsoldier 4: Marbella,Action,8271.00,n/a,8271.00
2019,November 15th,The Report,Thriller/Suspense,242788.00,n/a,242788.00
2019,November 8th,Reel Rock 14,Documentary,18504.00,n/a,18504.00
2019,November 8th,Reevolution,Action,3208.00,n/a,3208.00
2019,November 8th,Recep Ivedik 6,Comedy,15389289.00,n/a,15389289.00
2019,November 8th,Polvo,Comedy,361275.00,n/a,361275.00
2019,November 8th,Playing with Fire,Comedy,16797656.00,44451847.00,61249503.00
2019,November 8th,"Piedra, papel y tijera",Thriller/Suspense,217.00,n/a,217.00
2019,November 8th,Pets United,Adventure,4591939.00,n/a,4591939.00
2019,November 8th,Place des Victoires,Drama,384145.00,n/a,384145.00
2019,November 8th,Noelle,Comedy,,n/a,
2019,November 8th,Ã–rÃ¶k tÃ©l,Drama,3669.00,n/a,3669.00
2019,November 8th,Mr. Toilet: The Worldâ€™s #2 Man,Documentary,,n/a,
2019,November 8th,Mujer medicina,Documentary,732.00,n/a,732.00
2019,November 8th,"Maria, Regina RomÃ¢niei",Drama,668922.00,n/a,668922.00
2019,November 8th,Love is Blind,Black Comedy,,n/a,
2019,November 8th,Met Opera: Madama Butterfly,Concert/Performance,1698822.00,n/a,1698822.00
2019,November 8th,League Of Legends: World Finals 2019,Concert/Performance,30835.00,n/a,30835.00
2019,November 8th,MÃ¥nelyst i FlÃ¥klypa,Adventure,119098.00,n/a,119098.00
2019,November 8th,Lara,Drama,957560.00,n/a,957560.00
2019,November 8th,The Kingmaker,Documentary,229687.00,122587.00,352274.00
2019,November 8th,Klaus,Adventure,,n/a,
2019,November 15th,Jâ€™ai perdu mon corps,Drama,1138130.00,n/a,1138130.00
2019,November 8th,El Hoyo,Thriller/Suspense,1109430.00,n/a,1109430.00
2019,November 8th,HapÅŸuu,Adventure,40635.00,n/a,40635.00
2019,November 8th,Good Girls Get High,Comedy,,n/a,
2019,November 8th,The Hidden Love,Drama,8823.00,n/a,8823.00
2019,November 8th,Huang Hua Tang,Drama,100000.00,n/a,100000.00
2019,November 8th,Un Gauchito Gil,Drama,625.00,n/a,625.00
2019,November 8th,A Fish in the Bathtub,Comedy,,1237.00,
2019,November 8th,The Gruffalo & Room on the Broom Double Bill,Adventure,70227.00,n/a,70227.00
2019,November 15th,The Good Liar,Thriller/Suspense,16060159.00,17156058.00,33216217.00
2019,November 8th,El Cuadro Historias de Las Meninas,Documentary,17142.00,n/a,17142.00
2019,November 8th,Ellidde Illi Tanaka,Comedy,356.00,n/a,356.00
2019,November 8th,Eiga Sumikko Gurashi - Tobidasu Ehon to Himitsu no Ko,Adventure,9794013.00,n/a,9794013.00
2019,November 8th,A Dose of Happiness,Drama,453833.00,n/a,453833.00
2019,December 6th,Daniel Isnâ€™t Real,Thriller/Suspense,10040.00,n/a,10040.00
2019,November 8th,Everton: Howard's Way,Documentary,10947.00,n/a,10947.00
2019,November 8th,Crown Vic,Action,,3868.00,
2019,November 8th,Cold Brook,Adventure,,n/a,
2019,November 22nd,Citizen K,Documentary,28908.00,119466.00,148374.00
2019,November 8th,CÄƒrturan,Drama,5534.00,n/a,5534.00
2019,November 8th,Ballet Blanc,Horror,,4832.00,
2019,November 8th,Cartero,Drama,666.00,n/a,666.00
2019,November 8th,Bala,Comedy,545970.00,n/a,545970.00
2019,November 8th,Amor de pelÃ­cula,Romantic Comedy,27758.00,n/a,27758.00
2019,November 8th,"Bostofrio, oÃ¹ le ciel rejoint la terre",Documentary,5490.00,n/a,5490.00
2019,February 7th,And Then We Danced,Drama,448625.00,177262.00,625887.00
2019,November 7th,The Yard Movie,Documentary,11119.00,n/a,11119.00
2019,November 8th,The All Americans,Documentary,,20322.00,
2019,November 7th,Watson,Documentary,,n/a,
2019,November 15th,Shinui Han Soo: Gwisoopyeon,Action,15926132.00,67578.00,15993710.00
2019,November 21st,42nd Street: The Musical,Musical,2016982.00,n/a,2016982.00
2019,November 7th,Ratu Ilmu Hitam,Horror,,n/a,
2019,November 7th,MylÃ¨ne Farmer 2019 - Le film,Musical,113940.00,n/a,113940.00
2019,November 7th,Not Guilty,Drama,140869.00,n/a,140869.00
2019,November 7th,Lynyrd Skynyrd: Last of the Street Survivors Farewell Tour,Concert/Performance,,n/a,
2019,November 7th,Uspekh,Comedy,50852.00,n/a,50852.00
2019,November 7th,Novogodniy remont,,52330.00,n/a,52330.00
2019,November 8th,Midway,Action,69982261.00,56846802.00,126829063.00
2019,November 7th,Gli uomini d'oro,Comedy,935799.00,n/a,935799.00
2019,November 8th,Honey Boy,Drama,402927.00,3012615.00,3415542.00
2019,July 9th,Dachra,Horror,7539.00,n/a,7539.00
2019,November 7th,Bellbird,Drama,426331.00,n/a,426331.00
2019,November 8th,Last Christmas,Romantic Comedy,88295422.00,35150750.00,123446172.00
2019,November 7th,16 Bars,Documentary,,n/a,
2019,November 7th,Devyataya,Thriller/Suspense,4969221.00,n/a,4969221.00
2019,November 6th,The Divine Plan,Documentary,,n/a,
2019,November 7th,The 13th Man,Documentary,,n/a,
2019,November 5th,Return to Mount Kennedy,Documentary,,n/a,
2019,November 5th,Red Letter Day,Horror,,n/a,
2019,November 5th,A Night With Janis Joplin,Musical,,n/a,
2019,November 7th,Cosmos,Adventure,,n/a,
2019,November 4th,Christmas Jars,Drama,98750.00,459466.00,558216.00
2019,November 2nd,Canelo vs. Kovalev,Concert/Performance,,n/a,
2019,November 1st,You Ran Jian Nan Shan,Romantic Comedy,66561.00,n/a,66561.00
2019,November 2nd,Beast No More,Horror,,n/a,
2019,November 1st,Volanie,Documentary,6648.00,n/a,6648.00
2019,November 1st,To Be of Service,Documentary,,6173.00,
2019,November 8th,Shou Yi Ren,Drama,31098062.00,90545.00,31188607.00
2019,November 1st,La trinchera infinita,Drama,1541026.00,n/a,1541026.00
2019,November 1st,Spell,Thriller/Suspense,,n/a,
2019,July 1st,Suzi Q,Documentary,199773.00,n/a,199773.00
2019,November 1st,Ujda Chaman,Comedy,12168.00,n/a,12168.00
2019,November 6th,Slayer: The Repentless Killogy,Multiple Genres,4147.00,n/a,4147.00
2019,November 1st,Romantic Road,Documentary,292254.00,n/a,292254.00
2019,November 1st,Los RodrÃ­guez y el mÃ¡s allÃ¡,Comedy,1910518.00,n/a,1910518.00
2019,November 1st,Property Master,Thriller/Suspense,414112.00,n/a,414112.00
2019,November 1st,The Portal,Documentary,678.00,n/a,678.00
2019,November 1st,Royal Opera House: Concerto / Enigma Variations / Raymonda Act III,Concert/Performance,286258.00,n/a,286258.00
2019,November 1st,Primos,Romantic Comedy,,n/a,
2019,November 1st,Das Perfekte Geheimnis,Romantic Comedy,56469690.00,n/a,56469690.00
2019,November 1st,National Theatre Live: Hansard,Concert/Performance,1318622.00,n/a,1318622.00
2019,November 1st,Motherless Brooklyn,Drama,9200000.00,9277736.00,18477736.00
2019,November 1st,Mr. Jones,Thriller/Suspense,2303094.00,n/a,2303094.00
2019,November 1st,Merhaba GÃ¼zel Vatanim,Drama,73452.00,n/a,73452.00
2019,November 1st,Mon chien Stupide,Comedy,4128789.00,n/a,4128789.00
2019,November 1st,Meeku Maathrame Chepta,Comedy,6409.00,n/a,6409.00
2019,November 1st,Machine no Owari ni,Drama,7598505.00,n/a,7598505.00
2019,November 1st,Maria do CaritÃ³,Romantic Comedy,74814.00,n/a,74814.00
2019,November 1st,Liu Yu Tian,Thriller/Suspense,171605.00,n/a,171605.00
2019,November 1st,Light From Light,Drama,,24808.00,
2019,November 1st,LeÃ³nÄ—. BÄ—ganti Ä¯ Å¡viesÄ…,Drama,17529.00,n/a,17529.00
2019,November 1st,Love Me Not,Drama,1915.00,n/a,1915.00
2019,November 1st,John Fogerty: 50 Year Tripâ€”Live at Red Rocks,Concert/Performance,,n/a,
2019,November 1st,The Irishman,Drama,910234.00,n/a,910234.00
2019,November 1st,Inside Game,Thriller/Suspense,,n/a,
2019,November 1st,#Jowable,Comedy,,n/a,
2019,November 1st,Heisa Byoutou,Drama,2239530.00,n/a,2239530.00
2019,November 1st,Happy Sad Man,Documentary,31586.00,n/a,31586.00
2019,November 1st,Un monde plus grand,Drama,2231225.00,n/a,2231225.00
2019,November 1st,A Guide To Second Date Sex,Romantic Comedy,60108.00,n/a,60108.00
2019,November 1st,Fig Tree,Drama,,n/a,
2019,November 1st,The Furies,Thriller/Suspense,6579.00,n/a,6579.00
2019,November 1st,Harriet,Drama,166219.00,43082155.00,43248374.00
2019,November 1st,Eminence Hill,Western,,n/a,
2019,November 1st,De dÃ¸des tjern,Horror,171388.00,n/a,171388.00
2019,November 1st,Desertor,Drama,5633.00,n/a,5633.00
2019,November 1st,Earthquake Bird,Drama,,n/a,
2019,November 1st,DOSED,Documentary,19215.00,n/a,19215.00
2019,November 1st,Deep Sea Rangers: Super Crystals,Adventure,148667.00,n/a,148667.00
2019,November 1st,Cubby,Comedy,,n/a,
2019,November 1st,Daaka,Drama,76048.00,n/a,76048.00
2019,November 1st,Crepitus,Horror,,4846.00,
2019,November 1st,CrÃ­menes Imposibles,Horror,11849.00,n/a,11849.00
2019,November 2nd,DanTDM Presents The Contest,,457839.00,n/a,457839.00
2019,November 1st,The Chuck Band Show,Comedy,,n/a,
2019,November 1st,Clown Motel: Spirits Arise,Horror,2089.00,n/a,2089.00
2019,August 6th,Bumperkleef,Thriller/Suspense,153565.00,n/a,153565.00
2019,November 1st,The Brighton Miracle,Drama,1593.00,n/a,1593.00
2019,November 1st,Black Kousoku,,1699916.00,n/a,1699916.00
2019,November 1st,Babru,,,n/a,
2019,November 1st,Badland,Western,,n/a,
2019,November 1st,Be Pure. Be Vigilant. Behave.,Documentary,14491.00,n/a,14491.00
2019,November 1st,Arctic Dogs,Adventure,3925449.00,5801249.00,9726698.00
2019,November 1st,Araf 3: Cinler Kitabi,Horror,109459.00,n/a,109459.00
2019,November 1st,American Dharma,Documentary,,51891.00,
2019,November 1st,The Apollo,Documentary,,n/a,
2019,November 1st,Adopt a Highway,Drama,,n/a,
2019,December 6th,The Aeronauts,Drama,6628720.00,n/a,6628720.00
2019,November 1st,Abstinent,Drama,14281.00,n/a,14281.00
2019,October 31st,Vernost,Drama,1625306.00,n/a,1625306.00
2019,October 31st,Robo,Adventure,1106307.00,n/a,1106307.00
2019,October 31st,The Miner,Drama,14266.00,n/a,14266.00
2019,October 31st,The Lenin Factor,Drama,26820.00,n/a,26820.00
2019,October 31st,The Map to Paradise,Documentary,7327.00,n/a,7327.00
2019,February 14th,You go to my Head,Drama,,10683.00,
2019,October 31st,Habitual,Horror,,n/a,
2019,October 31st,Paw Patrol 7,Adventure,227378.00,n/a,227378.00
2019,October 31st,Il giorno piÃ¹ bello del mondo,Comedy,7091665.00,n/a,7091665.00
2019,October 31st,"The Badge, The Bible, and Bigfoot",Action,,n/a,
2019,October 31st,Alla Pugacheva The Same Concert,Musical,1441481.00,n/a,1441481.00
2019,November 8th,Doctor Sleep,Horror,40274527.00,31581712.00,71856239.00
2019,October 30th,The Road to the Lemon Grove,Comedy,,n/a,
2019,October 31st,Frantsuz,Drama,204032.00,n/a,204032.00
2019,October 21st,QT8: The First Eight,Documentary,50076.00,n/a,50076.00
2019,October 30th,Gay Chorus Deep South,Documentary,,n/a,
2019,October 30th,Redoubt,Thriller/Suspense,,33155.00,
2019,October 30th,L'uomo del labirinto,Thriller/Suspense,2517736.00,n/a,2517736.00
2019,October 29th,XiÇŽo xiÃ ng guÇŽnjiÄ�,Drama,3282749.00,n/a,3282749.00
2019,October 29th,The Rise of Jordan Peterson,Documentary,,n/a,
2019,October 29th,Exhibition On Screen: Leonardo - The Works,Documentary,170190.00,n/a,170190.00
2019,October 26th,Psycho-Pass: Sinners of the System Case 2 First Guardian,Adventure,2323.00,n/a,2323.00
2019,October 30th,Nina Naena,Drama,13742.00,n/a,13742.00
2019,October 25th,Â¿Yo te gusto? No perdonarÃ¡s,Thriller/Suspense,4009.00,n/a,4009.00
2019,October 26th,Mult v. Kino Vypusk No. 105,Adventure,107761.00,n/a,107761.00
2019,October 25th,Western Stars,Documentary,2000000.00,1581681.00,3581681.00
2019,October 26th,Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni,Adventure,2323.00,n/a,2323.00
2019,February 21st,Vitalina Varela,Drama,40775.00,14941.00,55716.00
2019,October 25th,Un PapÃ¡ Pirata,Comedy,308239.00,n/a,308239.00
2019,October 25th,Trick or Treat,Thriller/Suspense,860.00,n/a,860.00
2019,November 1st,Terminator: Dark Fate,Action,188119290.00,62253077.00,250372367.00
2019,October 25th,Una de nosotras,Documentary,245.00,n/a,245.00
2019,October 25th,A Story of Ulanfu,Drama,58423.00,n/a,58423.00
2019,October 25th,The Staggering Girl,Drama,11037.00,n/a,11037.00
2019,October 25th,Staff Only,Documentary,37248.00,n/a,37248.00
2019,October 25th,El silencio de la ciudad blanca,Thriller/Suspense,2561912.00,n/a,2561912.00
2019,October 25th,Saenai Heroine no Sodatekata Fine,Romantic Comedy,6607200.00,n/a,6607200.00
2019,October 25th,La Scala Ballet: The Sleeping Beauty,Concert/Performance,9382.00,n/a,9382.00
2019,October 25th,El rocio,Drama,1698.00,n/a,1698.00
2019,October 25th,Saand Ki Aankh,Drama,16623.00,n/a,16623.00
2019,October 25th,Portals,Horror,,n/a,
2019,October 25th,Prescience,Drama,,10606.00,
2019,October 25th,Origin Bound,Drama,,n/a,
2019,October 25th,Northern Ballet: Dracula,Concert/Performance,208115.00,n/a,208115.00
2019,October 25th,Les municipaux - Trop c'est trop,Comedy,1776200.00,n/a,1776200.00
2019,October 25th,PoslednÃ­ aristokratka,Comedy,3227574.00,n/a,3227574.00
2019,October 25th,The Moment Of The Sunrises,Drama,1729565.00,n/a,1729565.00
2019,October 25th,Met Opera: Manon,Concert/Performance,594980.00,n/a,594980.00
2019,October 25th,Making Waves: The Art of Cinematic Sound,Documentary,10864.00,53144.00,64008.00
2019,October 25th,Made in China,Comedy,1498.00,n/a,1498.00
2019,October 25th,De Liefhebbers,Drama,214440.00,n/a,214440.00
2019,October 25th,Love Goes Public,Documentary,,n/a,
2019,October 25th,Kung Fu Town,Drama,34178.00,n/a,34178.00
2019,October 25th,Jesus is King,Musical,152569.00,850000.00,1002569.00
2019,October 25th,"Isa Pa, With Feelings",Romantic Comedy,8138.00,n/a,8138.00
2019,October 25th,Jurnalul familiei -escu,Documentary,801.00,n/a,801.00
2019,October 25th,Hors normes,Drama,19329677.00,n/a,19329677.00
2019,October 25th,Hoax,Horror,,n/a,
2019,October 25th,Hillary: Ocean To Sky,Documentary,88058.00,n/a,88058.00
2019,October 25th,The Great Alaskan Race,Adventure,239812.00,481924.00,721736.00
2019,October 25th,The Gallows Act II,Horror,,n/a,
2019,October 25th,Full Count,Drama,,n/a,
2019,October 25th,Fire and Rain,Drama,,n/a,
2019,October 25th,La defensa por la libertad,Documentary,10917.00,n/a,10917.00
2019,October 25th,Cui mian Â· cai jue,Action,14917516.00,n/a,14917516.00
2019,October 25th,Hey Duggee At The Cinema - Autumn Collection,Adventure,132335.00,n/a,132335.00
2019,October 25th,Countdown,Horror,16557198.00,25621766.00,42178964.00
2019,October 25th,Clara,Adventure,267984.00,n/a,267984.00
2019,October 25th,Connect,Drama,2514.00,n/a,2514.00
2019,October 25th,The Cat and the Moon,Drama,,n/a,
2019,October 25th,Burning Cane,Drama,,n/a,
2019,October 25th,Cinayet SÃ¼sÃ¼,Comedy,2810369.00,n/a,2810369.00
2019,October 25th,Central To The Soul,Concert/Performance,795.00,n/a,795.00
2019,October 25th,Bolshoi Ballet: Raymonda,Concert/Performance,103012.00,n/a,103012.00
2019,October 25th,Bigil,Drama,867726.00,n/a,867726.00
2019,October 25th,Backyard Wilderness,Documentary,796.00,n/a,796.00
2019,October 25th,Ara Malikian una vida entre las cuerdas,Documentary,34463.00,n/a,34463.00
2019,October 25th,Girl on the Third Floor,Horror,145677.00,n/a,145677.00
2019,October 24th,Wild League,Drama,53226.00,n/a,53226.00
2019,October 25th,Almost Ghosts,Documentary,1038.00,n/a,1038.00
2019,October 25th,Amnestie,Thriller/Suspense,369552.00,n/a,369552.00
2019,October 24th,Urfin Dzhyus vozvrashchaetsya,Adventure,1387586.00,n/a,1387586.00
2019,October 24th,Tutto il mio folle amore,Drama,3067350.00,n/a,3067350.00
2019,October 24th,Storozh,Drama,109723.00,n/a,109723.00
2019,October 24th,Sole,Drama,56232.00,n/a,56232.00
2019,October 24th,Tekst,Drama,6157714.00,n/a,6157714.00
2019,October 24th,The Reliant,Action,,n/a,
2019,October 24th,Raving Riot,Documentary,45899.00,n/a,45899.00
2019,October 24th,Going Attractions: The Definitive Story of the Movie Palace,Documentary,,n/a,
2019,October 24th,Dia de Muertos,,3586456.00,n/a,3586456.00
2019,October 24th,Kaithi,Thriller/Suspense,126466.00,n/a,126466.00
2019,October 23rd,Ternet ninja,Adventure,154543.00,n/a,154543.00
2019,October 23rd,Seks i nichoho osobystoho,Comedy,,n/a,
2019,April 9th,Looking for a Lady with Fangs and a Moustache,Drama,,n/a,
2019,October 25th,Black and Blue,Action,717415.00,22012729.00,22730144.00
2019,October 23rd,82 nyeonsaeng kimjiyeong,Drama,27728261.00,n/a,27728261.00
2019,October 22nd,Mountaintop,Documentary,,n/a,
2019,October 22nd,Human Lost,Comedy,6135.00,n/a,6135.00
2019,October 19th,Nigerian Prince,Drama,,n/a,
2019,October 18th,Viking Siege,Action,400.00,n/a,400.00
2019,October 18th,La vÃ©ritÃ© si je mens! Les dÃ©buts,Comedy,1319366.00,n/a,1319366.00
2019,October 18th,Waar is het Grote Boek van Sinterklaas?,Adventure,1137868.00,n/a,1137868.00
2019,October 18th,Valea Orbilor,Drama,2033.00,n/a,2033.00
2019,October 18th,Unlikely,Documentary,,n/a,
2019,October 24th,I'll Come Back Home,Drama,4147.00,n/a,4147.00
2019,October 18th,Trick,Horror,,n/a,
2019,October 18th,Thrasher Road,Comedy,,n/a,
2019,October 18th,Wat Is Dan Liefde,Comedy,2527658.00,n/a,2527658.00
2019,October 18th,Tell Me Who I Am,Documentary,,n/a,
2019,October 18th,StaÅ™Ã­ci,Drama,19912.00,n/a,19912.00
2019,October 18th,Spijt!,Drama,11274.00,n/a,11274.00
2019,October 18th,Slam,Drama,5371.00,n/a,5371.00
2019,October 18th,Rogue Waves,Documentary,15580.00,n/a,15580.00
2019,October 18th,Serendipity,Documentary,,2213.00,
2019,October 18th,Raju Gari Gadhi 3,Thriller/Suspense,572.00,n/a,572.00
2019,October 18th,Royal Opera House: Don Pasquale,Concert/Performance,333175.00,n/a,333175.00
2019,October 18th,Rakuen,Drama,747200.00,n/a,747200.00
2019,October 18th,Reunion,Romantic Comedy,454077.00,n/a,454077.00
2019,October 18th,Pats sau milijonierius,Comedy,1390318.00,n/a,1390318.00
2019,October 18th,Mutant Blast,Action,5499.00,n/a,5499.00
2019,October 18th,Preboj,Drama,82621.00,n/a,82621.00
2019,October 18th,Nur eine Frau,Drama,10786.00,n/a,10786.00
2019,October 18th,Lost Lives,Documentary,26015.00,n/a,26015.00
2019,October 18th,Matthew Bourneâ€™s Romeo + Juliet,Concert/Performance,647703.00,n/a,647703.00
2019,October 18th,Land Without God,Documentary,3187.00,n/a,3187.00
2019,October 18th,The Lighthouse,Drama,7466107.00,10867104.00,18333211.00
2019,October 18th,Karakomik Filmler,Comedy,2358134.00,n/a,2358134.00
2019,October 18th,Locusts,Thriller/Suspense,9380.00,n/a,9380.00
2019,October 18th,Laal Kaptaan,Drama,4182.00,n/a,4182.00
2019,October 18th,Kinetta,Black Comedy,,n/a,
2019,October 18th,KarÄ±ÅŸma Bende,Comedy,75132.00,n/a,75132.00
2019,October 18th,Immortal Hero,Drama,6137025.00,43059.00,6180084.00
2019,October 15th,Jay and Silent Bob Reboot,Comedy,121017.00,4589490.00,4710507.00
2019,October 18th,Los hipÃ³critas,Action,552.00,n/a,552.00
2019,October 18th,Jojo Rabbit,Black Comedy,53697566.00,33370906.00,87068472.00
2019,October 18th,I Will Wait For You,Drama,900000.00,n/a,900000.00
2019,October 18th,Ich war noch niemals in New York,Romantic Comedy,2946000.00,n/a,2946000.00
2019,October 18th,Gekijouban Fainaru fantajÃ® XIV: Hikari no otousan,Drama,132619.00,n/a,132619.00
2019,October 18th,Fragmentary,Horror,1272.00,n/a,1272.00
2019,October 18th,Fahim,Drama,2072197.00,n/a,2072197.00
2019,October 18th,Eiga Star Twinkle PreCure: Hoshi no Uta ni Omoi wo Komete,Adventure,5222577.00,n/a,5222577.00
2019,October 18th,Don't Walk Away,Drama,2217.00,n/a,2217.00
2019,October 18th,Deva,Drama,835.00,n/a,835.00
