sales_id;year;release_date;title;genre;international_box_office;domestic_box_office;worldwide_box_office
13305;2010;October 20th;Paranormal Activity 2;Horror;92759125;84752907;177512032
13306;2010;October 20th;04/11/2008;Documentary;;n/a;
13307;2010;October 15th;Samson & Delilah;Drama;;n/a;
13308;2010;October 15th;White Lion;Adventure;;n/a;
13309;2014;June 6th;This is Not A Ball;Documentary;;n/a;
13310;2010;October 15th;Red;Action;106059531;90380162;196439693
13311;2014;June 6th;Supermensch: The Legend of Shep Gordon;Documentary;2544;212701;215245
13312;2014;June 6th;Test;Drama;;18823;
13313;2014;June 6th;Ping Pong Summer;Comedy;50382;31900;82282
13314;2014;June 6th;Pancho, el perro millonario;Comedy;3431073;n/a;3431073
13315;2014;June 6th;The Sacrament;Horror;;9221;
13316;2014;June 6th;The Moment;Thriller/Suspense;;n/a;
13317;2014;June 6th;Obvious Child;Romantic Comedy;201454;3122616;3324070
13318;2014;June 6th;Like a Country Song;Drama;;n/a;
13319;2014;June 6th;Good Vibrations;Drama;24129;n/a;24129
13320;2014;June 6th;Holiday;Thriller/Suspense;;706893;
13321;2014;June 6th;Glyndebourne: Der Rosenkavalier;Concert/Performance;148241;n/a;148241
13322;2014;June 6th;Geung si;Horror;;n/a;
13323;2014;June 6th;Les garÃƒÂ§ons et Guillaume, ÃƒÂ  table!;Comedy;258620;n/a;258620
13324;2014;June 6th;Filmistan;Comedy;;45406;
13325;2014;June 6th;The Case Against 8;Documentary;5365;n/a;5365
13326;2014;June 6th;Citizen Koch;Documentary;;153908;
13327;2014;June 6th;Burning Blue;Drama;;n/a;
13328;2014;June 6th;Anna;Thriller/Suspense;1200000;n/a;1200000
13329;2014;June 6th;2 automnes 3 hivers;Drama;21319;5030;26349
13330;2014;June 6th;BurtÃ¢â‚¬â„¢s Buzz;Documentary;;n/a;
13331;2014;June 6th;The Animal Project;Comedy;;7580;
13332;2014;June 5th;June;Thriller/Suspense;52546;n/a;52546
13333;2013;July 5th;Absence;Horror;;n/a;
13334;2013;July 4th;A Girl and a Gun;Documentary;;3018;
13335;2014;July 11th;Boyhood;Drama;31893074;25379975;57273049
13336;2013;July 4th;Gamshijadeul;Action;33551732;n/a;33551732
13337;2013;July 3rd;Kevin Hart: Let Me Explain;Concert/Performance;83204;32244051;32327255
13338;2013;July 5th;Hammer of the Gods;Action;4788;614;5402
13339;2014;June 13th;How to Train Your Dragon 2;Adventure;437583346;177002924;614586270
13340;2013;July 3rd;Big Star: Nothing Can Hurt Me;Documentary;;105998;
13341;2013;July 2nd;The Lone Ranger;Western;170700000;89302115;260002115
13342;2013;June 28th;White House Down;Thriller/Suspense;132336603;73103784;205440387
13343;2013;June 29th;Manatsu no hÃƒÂ´teishiki;Thriller/Suspense;27881203;n/a;27881203
13344;2013;June 28th;Petunia;Comedy;;n/a;
13345;2013;June 28th;Some Girl;Comedy;;n/a;
13346;2013;June 28th;Redemption;Thriller/Suspense;13556787;36686;13593473
13347;2013;June 28th;Hidden Universe;Documentary;726966;n/a;726966
13348;2013;June 28th;Ghanchakkar;Comedy;631851;203044;834895
13349;2013;June 28th;The Heat;Comedy;70146187;159581587;229727774
13350;2013;June 28th;Evil Intent;Thriller/Suspense;;10336;
13351;2013;June 28th;Detention of the Dead;Comedy;;1778;
13352;2013;June 28th;Byzantium;Thriller/Suspense;7292;85252;92544
13353;2013;June 28th;Copperhead;Drama;;171740;
13354;2013;June 28th;Los amantes pasajeros;Comedy;12581641;1359796;13941437
13355;2013;June 28th;A Band Called Death;Documentary;;127257;
13356;2013;June 27th;Munch: Munch 150;Documentary;;n/a;
13357;2012;June 8th;Deadly Renovations;Horror;;146146;
13358;2012;June 8th;Corpo celeste;Drama;;n/a;
13359;2013;June 28th;100 Bloody Acres;Black Comedy;;6388;
13360;2012;August 31st;The Good Doctor;Drama;11242;5206;16448
13361;2012;June 6th;Hoo-goong: Je-wang-eui Cheob;Drama;;n/a;
13362;2012;June 1st;U.N. Me;Documentary;;n/a;
13363;2012;June 8th;Dark Horse;Drama;88797;166228;255025
13364;2012;June 1st;Pink Ribbons, Inc.;Documentary;;26608;
13365;2012;June 1st;Paul Williams Still Alive;Documentary;;38691;
13366;2012;June 8th;1 Out Of 7;Drama;;n/a;
13367;2012;June 1st;Mine Vaganti;Romantic Comedy;18872126;n/a;18872126
13368;2012;June 1st;High School;Comedy;109099;139034;248133
13369;2012;June 1st;The Loved Ones;Horror;12302;n/a;12302
13370;2012;June 1st;Historias que so existem quando lembradas;Drama;;n/a;
13371;2012;June 1st;Hardflip;Drama;;96734;
13372;2012;June 1st;Chely Wright: Wish Me Away;Documentary;;18618;
13373;2012;June 1st;Hamnden;Drama;;10960;
13374;2012;June 1st;Chroniques sexuelles d'une famille d'aujourd hui;Drama;;n/a;
13375;2012;June 1st;6 Month Rule;Comedy;;14057;
13376;2012;June 1st;Snow White and the Huntsman;Adventure;245884991;155136755;401021746
13377;2012;June 8th;Prometheus;Thriller/Suspense;275971181;126477084;402448265
13378;2012;June 1st;Battlefield America;Drama;80805;n/a;80805
13379;2012;May 31st;True Wolf;Documentary;;n/a;
13380;2012;June 1st;Rowdy Rathore;Comedy;31430975;777373;32208348
13381;2012;May 26th;Meerkats;Documentary;422045;845613;1267658
13382;2015;March 13th;Madam ppang-deok;Thriller/Suspense;7713;n/a;7713
13383;2012;May 30th;5 Broken Cameras;Documentary;173309;109983;283292
13384;2012;May 25th;Hide Away;Drama;;30655;
13385;2015;March 13th;Ma che bella sorpresa;Comedy;5626528;n/a;5626528
13386;2015;March 13th;Hross i oss;Comedy;;11894;
13387;2015;March 13th;Kaze ni tatsu raion;Drama;1108162;n/a;1108162
13388;2015;March 13th;The Lovers;Adventure;53899;n/a;53899
13389;2015;March 13th;Feng men gui ying;Thriller/Suspense;3690000;n/a;3690000
13390;2015;March 13th;Earth's Golden Playground;Documentary;;n/a;
13391;2015;July 17th;Gloria;Drama;1267863;n/a;1267863
13392;2015;March 13th;Le dernier coup de marteau;Drama;276087;n/a;276087
13393;2015;March 13th;Champs;Documentary;2455;n/a;2455
13394;2015;March 13th;Bana Adini Sor;Drama;392088;n/a;392088
13395;2015;March 13th;C'est dur d'ÃƒÂªtre aimÃƒÂ© par des cons;Documentary;;1279;
13396;2015;May 8th;1001 Grams;Drama;36036;10983;47019
13397;2015;March 13th;Electric Boogaloo: The Wild, Untold Story of Cannon Films;Documentary;864;n/a;864
13398;2015;March 12th;Manny Lewis;Comedy;307204;n/a;307204
13399;2015;July 3rd;Suite franÃƒÂ§aise;Drama;8256349;n/a;8256349
13400;2015;March 12th;Sergio Herman: Fucking Perfect;Documentary;;n/a;
13401;2015;June 26th;A Little Chaos;Drama;9526450;558173;10084623
13402;2015;March 13th;Doogeundoogeun Naeinsaeng;Drama;640000;n/a;640000
13403;2015;March 12th;Dilwale Dulhania Le Jayenge;Romantic Comedy;7584;n/a;7584
13404;2015;March 27th;Boychoir;Drama;3399299;366474;3765773
13405;2015;March 7th;Royal Shakespeare Company Live: Love's Labour's Lost;Concert/Performance;25187;n/a;25187
13406;2015;March 13th;Run All Night;Action;45100000;26461644;71561644
13407;2016;February 17th;La Vache;Comedy;7668880;n/a;7668880
13408;2015;March 6th;Yeni DÃƒÂ¼nya;Drama;21153;n/a;21153
13409;2015;March 6th;A Year in Champagne;Documentary;;n/a;
13410;2016;February 17th;Sleeping Giant;Drama;;n/a;
13411;2016;February 17th;"DONGJU; The Portrait of A Poet";Drama;7948099;56184;8004283
13412;2016;February 14th;Mou Sha Shi Shui Nian Hua;Thriller/Suspense;2002591;n/a;2002591
13413;2016;February 15th;We Are Twisted F***ing Sister!;Documentary;;8277;
13414;2016;February 26th;Like for Likes;Romantic Comedy;5393704;50839;5444543
13415;2016;December 23rd;Where to Invade Next;Documentary;777426;3827261;4604687
13416;2016;February 12th;Um Suburbano Sortudo;Comedy;3610588;n/a;3610588
13417;2016;February 12th;La tour 2 contrÃƒÂ´le infernale;Comedy;2216010;n/a;2216010
13418;2016;February 12th;Touched With Fire;Drama;8382;146487;154869
13419;2016;April 12th;Slava;Drama;72200;19608;91808
13420;2016;May 19th;The Survivalist;Thriller/Suspense;33973;n/a;33973
13421;2016;February 12th;San Francisco Ballet: Romeo and Juliet;Concert/Performance;5934;n/a;5934
13422;2016;July 29th;El Rey Del Once;Comedy;231565;63201;294766
13423;2016;February 13th;Ben Ai;Romantic Comedy;7250876;n/a;7250876
13424;2016;February 12th;Providence;Drama;;8556;
13425;2016;February 12th;Prayer Never Fails;Drama;;n/a;
13426;2016;February 12th;Peur de rien;Drama;118106;n/a;118106
13427;2016;February 12th;Of Mind and Music;Drama;25277;15083;40360
13428;2016;February 12th;Por Siempre;Drama;55212;106833;162045
13429;2016;February 12th;Oculto el sol;Drama;181;n/a;181
13430;2016;February 12th;Nichts passiert;;160683;n/a;160683
13431;2016;February 12th;Nahid;Drama;122272;n/a;122272
13432;2018;February 9th;Inttelligent;Multiple Genres;1400093;n/a;1400093
13433;2018;February 9th;GÃƒÂ¼zel Adam SÃƒÂ¼reyya;Documentary;19002;n/a;19002
13434;2018;June 29th;Jusqu'ÃƒÂ  la garde;Drama;3573656;83882;3657538
13435;2018;February 23rd;Golden Slumber;Thriller/Suspense;10723414;n/a;10723414
13436;2018;February 9th;Golden Exits;Drama;;37801;
13437;2018;February 9th;Feng Kuang Xiong Hai Zi;Comedy;33523;n/a;33523
13438;2018;February 9th;Gayatri;Drama;210248;n/a;210248
13439;2018;February 9th;The Female Brain;Comedy;;21786;
13440;2018;February 9th;Emma;Documentary;2326;n/a;2326
13441;2018;February 9th;Da Dao Gui Lai;;29445;n/a;29445
13442;2018;February 9th;Fake Blood;Documentary;;n/a;
13443;2018;February 9th;Ellipsis;Drama;13096;n/a;13096
13444;2018;February 9th;The Chaser;Horror;41914;n/a;41914
13445;2016;February 16th;Boonie Bears to the Rescue;Adventure;357712;n/a;357712
13446;2018;February 9th;First We Take Brooklyn;Drama;;n/a;
13447;2018;February 9th;Bomb City;Drama;;59329;
13448;2018;February 9th;La Boda de Valentina;Romantic Comedy;8261970;2783739;11045709
13449;2018;February 9th;Becks;Drama;;n/a;
13450;2018;February 9th;Amor Amor;Romantic Comedy;8839;n/a;8839
13451;2018;February 9th;Aami;Drama;46722;n/a;46722
13452;2018;February 9th;The 15:17 to Paris;Drama;19819914;36276286;56096200
13453;2018;February 9th;2018 Oscar Shorts;Multiple Genres;2345;3508777;3511122
13454;2018;February 9th;Peter Rabbit;Adventure;231493279;115234093;346727372
13455;2018;February 8th;Exhibition on Screen: Young Picasso;Documentary;170562;n/a;170562
13456;2018;February 9th;Padman;Comedy;27243759;1662927;28906686
13457;2007;December 14th;Shotgun Stories;Drama;238148;46026;284174
13458;2007;December 14th;Youth Without Youth;Thriller/Suspense;1822309;239495;2061804
13459;2018;February 9th;But Deliver Us From Evil;Horror;;285169;
13460;2007;December 14th;Look;Drama;;16136;
13461;2007;December 14th;Arranged;Drama;;20636;
13462;2007;December 14th;I am Legend;Horror;329139674;256393010;585532684
13463;2007;December 14th;Niwemang;Comedy;;2528;
13464;2007;December 14th;The Kite Runner;Drama;58380667;15800078;74180745
13465;2007;December 12th;Nanking;Documentary;404752;161182;565934
13466;2007;December 14th;Alvin and the Chipmunks;Adventure;145278059;217326974;362605033
13467;2007;December 12th;The Perfect Holiday;Romantic Comedy;;5812781;
13468;2007;December 7th;The Walker;Drama;428505;79698;508203
13469;2007;December 7th;Strength and Honour;Drama;;51933;
13470;2007;December 7th;Timber Falls;Horror;71248;n/a;71248
13471;2007;December 7th;The Singing Revolution;Documentary;;426855;
13472;2007;December 7th;'Tis Autumn: The Search for Jackie Paris;Documentary;2567;1476;4043
13473;2007;December 7th;NoÃƒÂ«lle;Drama;;257868;
13474;2007;December 7th;Man in the Chair;Drama;;n/a;
13475;2007;December 7th;Revolver;Thriller/Suspense;7795830;84738;7880568
13476;2007;December 7th;KM 31: KilÃƒÂ³metro 31;Horror;;n/a;
13477;2007;December 7th;It's a Boy-Girl Thing;;;848;
13478;2007;December 7th;Oublier Cheyenne;Drama;;973;
13479;2007;December 1st;The Golden Compass;Adventure;297154830;70107728;367262558
13480;2017;February 17th;Dans la forÃƒÂªt;Horror;69311;n/a;69311
13481;2007;December 7th;Dus Kahaniyaan;Adventure;1352087;219071;1571158
13482;2007;December 7th;Dirty Laundry;Comedy;;20138;
13483;2017;February 17th;American Fable;Thriller/Suspense;;n/a;
13484;2007;December 7th;Grace Is Gone;Drama;1100144;50080;1150224
13485;2017;February 16th;CÃƒÂ´ HÃ¡ÂºÂ§u GÃƒÂ¡i;Horror;5100;n/a;5100
13486;2017;February 17th;Alibi.com;Comedy;29014614;n/a;29014614
13487;2017;February 16th;Recep Ivedik 5;Comedy;28965314;n/a;28965314
13488;2017;February 15th;Loosideu Deurim;Thriller/Suspense;660472;n/a;660472
13489;2017;February 14th;Revenge for Love;Romantic Comedy;9242543;n/a;9242543
13490;2017;February 14th;Mamma o Papa?;Comedy;4431189;n/a;4431189
13491;2017;February 15th;Geulae Gajok;Comedy;307196;n/a;307196
13492;2017;February 14th;Hap Joek Nam Nui;Romantic Comedy;8613029;n/a;8613029
13493;2017;February 10th;Yo sÃƒÂ© lo que envenena;;2142;n/a;2142
13494;2017;February 14th;Gulyay, Vasya!;Comedy;4756578;n/a;4756578
13495;2017;February 10th;Stray Bullets;Thriller/Suspense;;n/a;
13496;2017;February 13th;Nungil;Drama;872411;n/a;872411
13497;2017;February 10th;Seuls;;2458060;n/a;2458060
13498;2017;February 10th;Sabaibaru famirÃƒÂ®;Comedy;6882845;n/a;6882845
13499;2017;February 10th;Running Wild;Drama;472;n/a;472
13500;2017;March 24th;Prevenge;Drama;94100;n/a;94100
13501;2017;February 10th;Partners: The Movie IV;Thriller/Suspense;15104791;n/a;15104791
13502;2017;February 10th;Peeshtite obuvki;Drama;13886;n/a;13886
13503;2008;September 26th;Whaledreamers;Documentary;;10584;
13504;2008;September 26th;Rejsen til Saturn;Adventure;5377665;n/a;5377665
13505;2008;September 26th;Obscene;Documentary;;n/a;
13506;2008;September 26th;Nights in Rodanthe;Drama;37500000;41850659;79350659
13507;2008;September 26th;Miracle at St. Anna;Drama;1759610;7916887;9676497
13508;2008;September 26th;The Lucky Ones;Drama;;266967;
13509;2008;September 26th;Shoot on Sight;Drama;1642650;1350230;2992880
13510;2008;September 26th;Humboldt County;Comedy;;82357;
13511;2017;February 17th;Born in 1987;;782;n/a;782
13512;2008;September 26th;Johnny Got His Gun;Drama;;n/a;
13513;2008;September 26th;Forever Strong;Drama;;719556;
13514;2008;September 26th;Fireproof;Drama;16980;33456317;33473297
13515;2008;September 26th;C'est pas moi, je le jure!;Adventure;;235027;
13516;2008;September 26th;Eagle Eye;Thriller/Suspense;79144516;101440743;180585259
13517;2008;September 26th;Choke;Comedy;1197712;2926565;4124277
13518;2008;September 26th;Boogie Man: The Lee Atwater Story;Documentary;;60332;
13519;2008;September 26th;The Amazing Truth About Queen Raquela;Drama;;5597;
13520;2008;September 26th;Hank and Mike;Comedy;;n/a;
13521;2008;September 26th;All Roads Lead Home;Drama;;43905;
13522;2008;September 23rd;Slacker Uprising;Documentary;;n/a;
13523;2008;September 19th;A Thousand Years of Good Prayers;Drama;;76806;
13524;2008;September 26th;Bo chi tung wah;;6953637;n/a;6953637
13525;2008;September 19th;Tropa de Elite;Action;14310451;8744;14319195
13526;2008;September 19th;La Storia di Leo;Adventure;117776;n/a;117776
13527;2009;November 13th;Dare;Drama;;18087;
13528;2009;November 13th;The Boat That Rocked;Comedy;29455184;8017467;37472651
13529;2008;September 19th;Walking on Dead Fish;Documentary;;20705;
13530;2008;September 19th;My Best Friend's Girl;Romantic Comedy;15567861;19219250;34787111
13531;2009;November 13th;2012;Action;591565581;166112167;757677748
13532;2009;November 6th;That Evening Sun;Drama;;281350;
13533;2009;November 11th;The Good Soldier;Documentary;;6000;
13534;2009;November 6th;Splinterheads;Comedy;;16392;
13535;2009;November 6th;Precious;Drama;21156324;47566524;68722848
13536;2009;November 6th;The Men Who Stare at Goats;Black Comedy;34920023;32428195;67348218
13537;2009;November 6th;Humble Pie;;;3359;
13538;2009;November 11th;Four Seasons Lodge;;;58334;
13539;2009;November 6th;Collapse;Documentary;;56436;
13540;2009;November 6th;DisneyÃ¢â‚¬â„¢s A Christmas Carol;Drama;177853834;137855863;315709697
13541;2009;November 6th;The Box;Thriller/Suspense;19304783;15051977;34356760
13542;2009;November 6th;Ajab Prem Ki Ghazab Kahani;Comedy;15165173;741238;15906411
13543;2009;November 5th;Sham moh;Drama;8204;n/a;8204
13544;2009;November 6th;Endgame;Drama;;9645;
13545;2009;October 30th;Storm;Drama;;22165;
13546;2009;November 4th;La Danse;Documentary;1768139;567493;2335632
13547;2009;October 30th;Skin;;;203305;
13548;2009;November 6th;The Fourth Kind;Thriller/Suspense;23268704;26218170;49486874
13549;2009;October 30th;Looking for Palladin;Comedy;;7246;
13550;2009;October 30th;London Dreams;Drama;7117989;300293;7418282
13551;2009;October 30th;The New Year Parade;Drama;;6767;
13552;2009;October 30th;The House of the Devil;Horror;1597;101215;102812
13553;2011;August 5th;Protektor;Documentary;;2968;
13554;2011;August 5th;Red Dog;Documentary;16533485;n/a;16533485
13555;2011;August 5th;Gun Hill Road;Drama;;148994;
13556;2011;August 5th;The Perfect Age Of Rock 'N' Roll;Drama;;n/a;
13557;2011;August 5th;Rise of the Planet of the Apes;Adventure;294226015;176760185;470986200
13558;2011;August 5th;Magic Trip;Documentary;7376;154521;161897
13559;2011;August 4th;7 gwanggu;Multiple Genres;21729647;n/a;21729647
13560;2011;August 5th;The Change-Up;Comedy;38753649;37243418;75997067
13561;2011;August 5th;Bellflower;Action;;168226;
13562;2009;October 30th;Gentlemen Broncos;Comedy;4800;115155;119955
13563;2011;July 29th;Spiderhole;Horror;;n/a;
13564;2011;July 29th;Starbuck;Comedy;3034560;3790059;6824619
13565;2011;August 3rd;Freedom;Documentary;;n/a;
13566;2011;July 29th;Sleep Furiously;Documentary;;n/a;
13567;2011;July 29th;Jihne Mera Dil Luteya;Romantic Comedy;;464840;
13568;2011;July 29th;The Interrupters;Documentary;;236957;
13569;2011;July 29th;The Harvest/La Cosecha;Documentary;;3709;
13570;2011;July 29th;The Guard;Comedy;15837680;5359774;21197454
13571;2011;July 29th;Golf in the Kingdom;Drama;;n/a;
13572;2011;July 29th;The Smurfs;Adventure;421135165;142614158;563749323
13573;2011;July 29th;The Devil's Double;Drama;4604134;1361512;5965646
13574;2010;October 15th;Pure Country 2: The Gift;Drama;;133771;
13575;2011;July 29th;Good Neighbors;Thriller/Suspense;;7072;
13576;2011;July 29th;The Future;Drama;670512;568662;1239174
13577;2010;October 15th;Legacy;Thriller/Suspense;;n/a;
13578;2010;October 15th;N-Secure;Thriller/Suspense;;2595644;
