sales_id;year;release_date;title;genre;international_box_office;domestic_box_office;worldwide_box_office
26722;2021;October 14th;Anne+;Drama;299104;n/a;299104
26723;2021;October 14th;Cenzorka;Drama;5037;n/a;5037
26724;2021;February 4th;Verdens verste menneske;Comedy;1910018;2829379;4739397
26725;2021;October 14th;Ariaferma;Drama;819637;n/a;819637
26726;2021;October 13th;Seal Team;Adventure;565989;n/a;565989
26727;2021;October 14th;Aranmanai;Comedy;2606;n/a;2606
26728;2021;October 22nd;RonÃ¢â‚¬â„¢s Gone Wrong;Adventure;34042286;23009270;57051556
26729;2021;October 13th;Maha Samudram;Action;8812;n/a;8812
26730;2019;May 10th;Nocturne;Drama;8867;n/a;8867
26731;2019;May 10th;Origin Story;Documentary;;n/a;
26732;2019;May 10th;National Theatre Live: All My Sons;Concert/Performance;1454779;n/a;1454779
26733;2019;May 10th;Muere, monstruo, muere;Horror;11759;n/a;11759
26734;2019;May 10th;Play or Die;Horror;108349;n/a;108349
26735;2019;May 10th;Mademoiselle Paradis;Drama;17545;n/a;17545
26736;2019;May 10th;Met Opera: Dialogues Des Carmelites;Concert/Performance;512653;n/a;512653
26737;2019;May 10th;Lukan Michi;Romantic Comedy;3687;n/a;3687
26738;2019;May 10th;Murder on the Reef;Documentary;1323;n/a;1323
26739;2019;May 10th;Kulyas: Lanetin Bedeli;Horror;113094;n/a;113094
26740;2019;May 10th;Loud Krazy Love;Documentary;28106;n/a;28106
26741;2019;May 10th;Kee;Thriller/Suspense;;n/a;
26742;2019;May 10th;Kavaludaari;Thriller/Suspense;4641;n/a;4641
26743;2019;May 10th;El Increible finde menguante;Drama;21145;n/a;21145
26744;2019;May 10th;KÃ…ï¿½tetsujÃ…ï¿½ no Kabaneri: Unato Kessen;;345066;n/a;345066
26745;2019;May 10th;Just Say Goodbye;Drama;;n/a;
26746;2019;May 10th;Jin Huang Cheng;Drama;2127425;n/a;2127425
26747;2019;May 10th;Hotel ImpÃƒÂ©rio;Drama;21587;n/a;21587
26748;2019;May 10th;Hikinige: SaikÃƒÂ´ no saiaku na hi;;373666;n/a;373666
26749;2019;May 10th;General Magic;Documentary;;n/a;
26750;2019;May 10th;Float Like a Butterfly;Drama;41451;n/a;41451
26751;2019;May 10th;Half the Sky;Drama;76483;n/a;76483
26752;2020;July 29th;Freies Land;Thriller/Suspense;297983;n/a;297983
26753;2020;November 13th;The Climb;Drama;482205;234429;716634
26754;2020;July 24th;Yes, God, Yes;Comedy;27;n/a;27
26755;2020;July 24th;Xabo: Ksiadz Boniecki;;20309;n/a;20309
26756;2020;July 24th;Zhong Guo he huo ren;Drama;82820000;n/a;82820000
26757;2020;July 24th;Tijuana Jackson: Purpose Over Prison;Comedy;;n/a;
26758;2020;August 21st;Stage Mother;Comedy;28711;n/a;28711
26759;2020;July 24th;Voces;Horror;775201;n/a;775201
26760;2020;July 24th;Oliver Sacks: His Own Life;Documentary;196926;n/a;196926
26761;2020;July 24th;The Rental;Thriller/Suspense;2339286;1637548;3976834
26762;2020;July 24th;Patrick;Drama;7874;n/a;7874
26763;2020;July 24th;K2 vlastnÃƒÂ­ cestou;Documentary;64427;n/a;64427
26764;2020;July 24th;Merveilles ÃƒÂ  Montfermeil;Comedy;5227;n/a;5227
26765;2020;July 24th;Into the Beat - Dein Herz tanzt;Drama;371578;n/a;371578
26766;2020;July 24th;Helmut Newton: The Bad and the Beautiful;Documentary;143321;n/a;143321
26767;2020;July 24th;Havel;Drama;1053362;n/a;1053362
26768;2020;January 8th;Dveselu putenis;Drama;8748;n/a;8748
26769;2020;July 24th;Di yi ci de li bie;Drama;640000;n/a;640000
26770;2020;July 24th;Curse of Aurore;Horror;;n/a;
26771;2020;July 24th;The Big Ugly;Action;1292;514107;515399
26772;2020;July 24th;Babysplitters;Comedy;;n/a;
26773;2021;October 15th;The Last Duel;Drama;19201288;10853945;30055233
26774;2020;July 24th;Amulet;Horror;32845;n/a;32845
26775;2021;October 10th;Vacaciones de terror;Horror;;n/a;
26776;2021;October 9th;Lawrence: After Arabia;Drama;;n/a;
26777;2021;October 13th;De Club van Sinterklaas en het Vergeten Piet;;1869733;n/a;1869733
26778;2021;October 8th;YÃƒÂ¶ armahtaa;Drama;10720;n/a;10720
26779;2021;October 8th;Yong bu xiao shi de dian bo;Drama;490000;n/a;490000
26780;2020;July 24th;Amor en polvo;Romantic Comedy;24744;n/a;24744
26781;2021;October 8th;The V&A Presents Alice: Curiouser And Curiouser;Documentary;39541;n/a;39541
26782;2021;October 8th;Terremoto;Documentary;1499;n/a;1499
26783;2021;October 8th;South of Heaven;Thriller/Suspense;;n/a;
26784;2021;October 8th;Vengeance Is Mine;Action;;n/a;
26785;2021;October 8th;Sinsi;;1303;n/a;1303
26786;2021;October 8th;Silent Hours;Thriller/Suspense;;n/a;
26787;2021;October 8th;Survive the Game;Action;;n/a;
26788;2021;October 8th;The Rescue;Documentary;124596;787460;912056
26789;2021;October 8th;Milyonda Bir;Drama;23655;n/a;23655
26790;2021;November 12th;Ras vkhedavt, rodesac cas vukurebt?;Drama;4106;21443;25549
26791;2021;October 8th;The Secret of Sinchanee;Horror;;n/a;
26792;2021;October 8th;A Metamorfose dos PÃƒÂ¡ssaros;Documentary;79330;n/a;79330
26793;2021;October 9th;Met Opera Boris Godunov;Drama;67506;n/a;67506
26794;2021;December 24th;Madres paralelas;Drama;8592211;2155490;10747701
26795;2021;October 8th;Las leyes de la frontera;Action;749609;n/a;749609
26796;2021;October 8th;Mass;Drama;3008;145175;148183
26797;2019;May 10th;Escuela Monte;Documentary;141;n/a;141
26798;2021;October 22nd;The Laws Of The Universe Ã¢â‚¬â€ The Age Of Elohim;Adventure;6512141;15750;6527891
26799;2019;May 10th;Dulce Familia;Comedy;5859826;n/a;5859826
26800;2019;May 10th;Ella Fitzgerald: Just One Of Those Things;Documentary;47223;n/a;47223
26801;2019;May 10th;Enterrados;Drama;4687;n/a;4687
26802;2019;May 10th;Dino King 3D: Journey to Fire Mountain;Adventure;15837;n/a;15837
26803;2019;May 10th;Dead Good;Documentary;3679;n/a;3679
26804;2019;May 10th;Dolce Fine Giornata;Drama;746357;n/a;746357
26805;2019;May 10th;Coureur;Drama;19664;n/a;19664
26806;2019;May 10th;CompulsiÃƒÂ³n;Horror;1892;n/a;1892
26807;2019;May 10th;Cheer Boys;Drama;425733;n/a;425733
26808;2019;May 10th;The Cleaning Lady;Horror;71003;n/a;71003
26809;2019;May 10th;Charlie Says;Drama;57485;51044;108529
26810;2019;January 10th;The Corrupted;Thriller/Suspense;166613;n/a;166613
26811;2019;August 13th;Bratstvo;Action;739934;n/a;739934
26812;2019;May 10th;Brazilok;Romantic Comedy;6584;n/a;6584
26813;2019;May 10th;El Bosque De Los Perros;Thriller/Suspense;1596;n/a;1596
26814;2019;May 10th;The Biggest Little Farm;Documentary;2158562;4367816;6526378
26815;2019;May 10th;Arrivederci Macau;Documentary;314;n/a;314
26816;2019;May 10th;Beyond The River;Drama;1035;n/a;1035
26817;2019;May 10th;El Archipielago indomito;Documentary;4888;n/a;4888
26818;2020;July 23rd;TupaiaÃ¢â‚¬â„¢s Endeavour;Documentary;3841;n/a;3841
26819;2020;July 23rd;Whiskey Galore!;Comedy;205;n/a;205
26820;2019;May 10th;Ayogya;Drama;6635;n/a;6635
26821;2020;July 23rd;Steelers: The WorldÃ¢â‚¬â„¢s First Gay Rugby Club;Documentary;7863;n/a;7863
26822;2020;July 23rd;Secret x Heroine Phantomirage!: Eiga ni Natte Chodaishimasu;;899992;n/a;899992
26823;2020;July 23rd;Rassegna Cinematografica;;205265;n/a;205265
26824;2020;July 23rd;Peurijeuneo;Action;8844;n/a;8844
26825;2020;July 23rd;LOIMATA, The Sweetest Tears;Documentary;4289;n/a;4289
26826;2020;July 23rd;Cartoon in the Movies: Final No. 116. Summer Has Come;;16797;n/a;16797
26827;2020;July 22nd;Adorables;Comedy;1043185;n/a;1043185
26828;2020;July 22nd;BurÃƒÂ»awÃƒÂ¢ ni buttobasu;Drama;171174;n/a;171174
26829;2020;July 20th;Terrible Jungle;Adventure;1294417;n/a;1294417
26830;2020;July 22nd;Break;Drama;;n/a;
26831;2020;May 21st;American Fighter;Drama;;n/a;
26832;2020;July 17th;Un tiempo precioso;Drama;1114;n/a;1114
26833;2020;July 17th;Superagente Makey;Comedy;2129062;n/a;2129062
26834;2020;July 17th;Siempre es OtoÃƒÂ±o;Drama;208;n/a;208
26835;2020;July 17th;Le sel des larmes;Drama;90174;n/a;90174
26836;2020;July 17th;Oleg;Drama;8054;n/a;8054
26837;2020;April 9th;Moffie;Drama;4181;24520;28701
26838;2021;October 8th;Lamb;Drama;413122;2676410;3089532
26839;2020;July 17th;The Sunlit Night;Drama;1434;n/a;1434
26840;2020;July 20th;Deer Wars;Documentary;9174;n/a;9174
26841;2021;October 8th;Knackningar;Horror;;n/a;
26842;2021;October 8th;Hell or High Seas;Documentary;;n/a;
26843;2021;October 8th;De grote Sinterklaasfilm: Trammelant in Spanje;Adventure;1949121;n/a;1949121
26844;2021;October 8th;The Gig Is Up;Documentary;;n/a;
26845;2021;October 22nd;Feng bao;Action;35634;n/a;35634
26846;2021;October 8th;Hakikat;Drama;59758;n/a;59758
26847;2021;October 8th;Defin-Ecin Zulman;Horror;28367;n/a;28367
26848;2021;October 8th;A felesÃƒÂ©gem tÃƒÂ¶rtÃƒÂ©nete;Drama;34386;n/a;34386
26849;2021;October 8th;Deadly Cuts;Comedy;224007;n/a;224007
26850;2021;October 8th;A Chiara;Drama;101465;n/a;101465
26851;2021;October 8th;Callejeras;Documentary;2503;n/a;2503
26852;2021;October 8th;Asylum: Twisted Horror and Fantasy Tales;Comedy;7287;n/a;7287
26853;2021;October 8th;Ascension;Documentary;;17200;
26854;2021;October 8th;Fulya;Documentary;954;n/a;954
26855;2021;October 8th;American Insurrection;Action;;n/a;
26856;2021;October 8th;Junk Head;Action;5775;n/a;5775
26857;2021;October 7th;Selfiemania;Comedy;13602;n/a;13602
26858;2021;October 7th;La scuola cattolica;Drama;1769876;n/a;1769876
26859;2021;October 7th;Scattered People;;;n/a;
26860;2021;October 7th;Mult v. Kino Vypusk No 131;Adventure;85868;n/a;85868
26861;2021;October 7th;pi-eo-sseom;Horror;5088;n/a;5088
26862;2021;October 7th;There Will Be No Others;;82090;n/a;82090
26863;2021;October 7th;Die Schule der magischen Tiere;Adventure;;n/a;
26864;2019;May 9th;Voyna Anny;Drama;220690;n/a;220690
26865;2019;May 10th;100;Action;3431;n/a;3431
26866;2019;May 9th;Solo cose belle;Drama;367593;n/a;367593
26867;2019;May 10th;Acute Misfortune;Drama;44564;n/a;44564
26868;2019;May 9th;Neon Heart;Drama;;n/a;
26869;2019;May 9th;Mult v. Kino Vypusk No. 97;Adventure;64488;n/a;64488
26870;2019;May 9th;Na Parizh!;Drama;142748;n/a;142748
26871;2019;May 9th;Il grande spirito;Drama;2195509;n/a;2195509
26872;2019;May 10th;Abrakadabra;Horror;737;n/a;737
26873;2019;May 9th;Les Crevettes PailletÃƒÂ©es;Comedy;4692333;n/a;4692333
26874;2019;May 10th;Girl Cops;Comedy;11926861;103935;12030796
26875;2019;May 9th;Boni Bonita;Drama;;n/a;
26876;2019;May 10th;99;Drama;1219;n/a;1219
26877;2019;May 24th;BrightBurn;Horror;15924215;17259427;33183642
26878;2019;May 8th;Wine Country;Comedy;;n/a;
26879;2019;June 25th;Lourdes;Documentary;1676475;n/a;1676475
26880;2019;May 8th;Nado mnoyu solntse ne saditsya;;176693;n/a;176693
26881;2019;May 8th;Koridor bessmertiya;Drama;680578;n/a;680578
26882;2019;May 10th;The Hustle;Comedy;61992741;35417038;97409779
26883;2020;July 17th;The Living Thames;Documentary;;n/a;
26884;2020;July 17th;Koibito-tachi wa nureta;Drama;259;n/a;259
26885;2019;May 8th;Maharshi;Action;316285;n/a;316285
26886;2019;May 7th;Saimon & Tada Takashi;Drama;81795;n/a;81795
26887;2020;August 28th;House of Cardin;Documentary;58978;n/a;58978
26888;2020;July 17th;Kaye Ballard: The Show Goes On;Documentary;;n/a;
26889;2020;July 17th;IÃ¢â‚¬â„¢m From Today!;;47866856;n/a;47866856
26890;2020;July 17th;Ghosts of War;Horror;125224;n/a;125224
26891;2020;July 16th;Whispers of Gold;Documentary;34724;n/a;34724
26892;2020;September 18th;Follow Me;Horror;5169449;167962;5337411
26893;2020;July 17th;HokejovÃƒÂ½ sen;Documentary;31195;n/a;31195
26894;2020;July 17th;Easy Does It;Comedy;;n/a;
26895;2020;February 26th;The Vigil;Horror;1779197;50439;1829636
26896;2020;July 16th;Pretty Strong;Documentary;6028;n/a;6028
26897;2020;August 14th;Unhinged;Thriller/Suspense;16490071;20831465;37321536
26898;2020;July 16th;Saezuru Tori Wa Habatakanai: The Clouds Gather;Drama;65367;n/a;65367
26899;2020;July 16th;Une femme est une femme;Comedy;165;n/a;165
26900;2020;July 16th;Gwangju Video: The missing;Documentary;15827;n/a;15827
26901;2021;October 7th;L'ami de mon amie;Romantic Comedy;320;n/a;320
26902;2021;November 12th;Love Is Love Is Love;Drama;78325;n/a;78325
26903;2021;October 7th;Il Materiale Emotivo;Black Comedy;522049;n/a;522049
26904;2021;October 7th;Karel;Documentary;2752780;n/a;2752780
26905;2021;October 9th;Doctor;Action;146354;220000;366354
26906;2021;October 7th;Bhramam;Thriller/Suspense;1375;n/a;1375
26907;2021;October 7th;A Fire Inside;Documentary;53138;n/a;53138
26908;2021;October 7th;Con tutto il cuore;Comedy;676833;n/a;676833
26909;2021;October 7th;Beuradeo;Action;17203;n/a;17203
26910;2021;October 7th;Akoni;Drama;;n/a;
26911;2021;October 6th;F20;Thriller/Suspense;137234;n/a;137234
26912;2021;October 6th;Hwa-i-teu-de-i: Hak-gyo-ra-neun I-reum-eui Mi-gung;Horror;85006;n/a;85006
26913;2021;October 5th;Christmas Freak;Comedy;;n/a;
26914;2019;May 4th;Mother of a Day;Comedy;;3919;
26915;2019;May 3rd;Vitoria, 3 de marzo;Drama;382771;n/a;382771
26916;2019;May 3rd;Top End Wedding;Comedy;3634207;n/a;3634207
26917;2019;November 29th;Temblores;Drama;100195;23911;124106
26918;2019;May 3rd;Los tiburones;Drama;12862;n/a;12862
26919;2021;October 8th;Konda Polam;Action;10419;n/a;10419
26920;2019;May 3rd;Tell it to the Bees;Drama;151170;n/a;151170
26921;2019;May 3rd;River, El Mas Grande Siempre;Documentary;135655;n/a;135655
26922;2019;May 3rd;Rise of the Superheroes;Documentary;7130;n/a;7130
26923;2019;May 10th;Tolkien;Drama;4432377;4535154;8967531
26924;2019;May 3rd;Princess Emmy;Adventure;55514;n/a;55514
26925;2019;May 3rd;La Primera cita;Drama;7218;n/a;7218
26926;2019;May 3rd;The River and the Wall;Documentary;;150816;
26927;2019;May 3rd;Normal;Documentary;11111;n/a;11111
26928;2019;May 10th;PokÃƒÂ©mon: Detective Pikachu;Adventure;287238822;144105346;431344168
26929;2019;May 3rd;Nous finirons ensemble;Romantic Comedy;23468873;n/a;23468873
26930;2020;July 16th;Elementa;Documentary;101;n/a;101
26931;2020;April 30th;Berlin Alexanderplatz;Drama;254457;n/a;254457
26932;2020;July 16th;Darling;Drama;136;n/a;136
26933;2020;July 15th;Shiraisan;Comedy;17908;n/a;17908
26934;2019;May 3rd;Room for Rent;Thriller/Suspense;;n/a;
26935;2020;July 15th;FelicitÃƒ;Comedy;236880;n/a;236880
26936;2020;August 7th;Ban-do;Horror;33853422;1224525;35077947
26937;2020;July 15th;La nuit venue;Drama;173798;n/a;173798
26938;2020;July 15th;Abou Leila;Drama;55581;n/a;55581
26939;2020;June 18th;Ãƒâ€°tÃƒÂ© 85;Drama;3650611;71788;3722399
26940;2020;July 10th;Widow of Silence;Drama;;n/a;
26941;2020;July 15th;LÃ¢â‚¬â„¢aventure des Marguerite;;1824060;n/a;1824060
26942;2020;July 10th;Watashi ga Motete Dosunda;Romantic Comedy;1669719;n/a;1669719
26943;2020;July 10th;V sÃƒÂ­ti 18+;Documentary;610606;n/a;610606
26944;2020;May 22nd;Survive the Night;Action;230509;n/a;230509
26945;2020;July 10th;Stillstehen;Black Comedy;2117;n/a;2117
26946;2020;July 10th;Parallax;Thriller/Suspense;;n/a;
26947;2020;July 10th;Palm Springs;Comedy;1030842;n/a;1030842
26948;2020;July 10th;MEKY;Documentary;190906;n/a;190906
26949;2020;July 14th;Divorce Club;Comedy;4785831;n/a;4785831
26950;2020;July 10th;Marcelino, el mejor payaso del mundo;Drama;4377;n/a;4377
26951;2021;October 4th;GodÃ¢â‚¬â„¢s Not Dead: We the People;Drama;;n/a;
26952;2020;July 10th;Las letras de Jordi;Documentary;619;n/a;619
26953;2020;July 10th;Surdina;Drama;6516;n/a;6516
26954;2021;October 1st;Val;Comedy;;n/a;
26955;2021;October 1st;Wo He Wo De Fu Be;Multiple Genres;231825245;n/a;231825245
26956;2021;October 1st;Old Henry;Western;;42068;
26957;2021;October 1st;Nr. 10;Drama;361888;n/a;361888
26958;2021;October 1st;Moosa Jatt;Action;35949;n/a;35949
26959;2021;October 1st;MÃƒÂ¼freze;Action;4143;n/a;4143
26960;2021;October 1st;Mijn vader is een vliegtuig;Drama;374609;n/a;374609
26961;2021;October 1st;Minuta vecnosti;Adventure;23339;n/a;23339
26962;2021;October 1st;MÃƒÂªme les souris vont au paradis;Adventure;1041244;n/a;1041244
26963;2021;October 1st;Witch Hunt;Thriller/Suspense;;n/a;
26964;2020;July 10th;La maldiciÃƒÂ³n del guapo;Comedy;83531;n/a;83531
26965;2021;October 1st;MediterrÃƒÂ¡neo;Action;572213;n/a;572213
26966;2021;October 1st;Kitab-i Cin;Horror;29462;n/a;29462
26967;2021;October 1st;Mayday;Drama;;4382;
26968;2021;October 1st;Karen Dalton: In My Own Time;Documentary;;n/a;
26969;2019;May 3rd;Non Ci Resta Che Ridere;Comedy;40182;n/a;40182
26970;2019;May 3rd;Los miembros de la familia;Drama;2638;n/a;2638
26971;2019;May 3rd;Maghzhaye Koochake Zang Zadeh;Drama;7470;n/a;7470
26972;2019;May 3rd;Meeting Gorbachev;Documentary;76075;251837;327912
26973;2019;May 3rd;Lie Low;Drama;;n/a;
26974;2019;May 3rd;Kaos;Drama;337;n/a;337
26975;2019;May 3rd;Hong Kong-Zhuhai-Macao Bridge;Documentary;1880000;n/a;1880000
26976;2019;May 3rd;Heretiks;Horror;318323;n/a;318323
26977;2019;May 3rd;El Hijo;Thriller/Suspense;244401;n/a;244401
26978;2019;May 3rd;Guo Zhao Guan;;45773;n/a;45773
26979;2019;May 3rd;Flesh Out;Drama;43830;n/a;43830
26980;2019;May 3rd;Eiga: Kakegurui;Drama;2635709;n/a;2635709
26981;2019;May 3rd;Eksi Bir;Drama;1350;n/a;1350
26982;2019;June 25th;Gospod postoi, imeto i' e Petrunija;Drama;347215;n/a;347215
26983;2019;May 3rd;The Dirty Kind;Thriller/Suspense;;n/a;
26984;2020;July 10th;Kurobara shÃƒÂ´ten;Drama;317;n/a;317
26985;2019;May 3rd;Dil Diyaan Gallan;Drama;75773;n/a;75773
26986;2020;July 10th;Kizim Gibi Kokuyorsun;Drama;823;n/a;823
26987;2019;May 17th;A DogÃ¢â‚¬â„¢s Journey;Drama;56088537;22782371;78870908
26988;2020;July 10th;En helt almindelig familie;Drama;108125;n/a;108125
26989;2020;July 10th;Fabrizio De AndrÃƒÂ¨ & PFM Ã¢â‚¬â€ Il concerto ritrovato;Concert/Performance;1216390;n/a;1216390
26990;2020;July 10th;Guest of Honour;Drama;1781;n/a;1781
26991;2020;July 10th;Jimunopedi ni midareru;Drama;332;n/a;332
26992;2020;July 10th;Archive;;86622;139593;226215
26993;2020;August 7th;Black Water: Abyss;Horror;491840;n/a;491840
26994;2020;July 9th;Phantom of the Opera;Musical;215;n/a;215
26995;2020;July 9th;Pangpare;Thriller/Suspense;12340;n/a;12340
26996;2021;October 1st;Medjugorje, la pelÃƒÂ­cula;Documentary;315769;n/a;315769
26997;2020;July 9th;The Mummy;Horror;234;n/a;234
26998;2020;July 9th;Fanfare;Horror;10360;n/a;10360
26999;2020;July 9th;Olympia;Documentary;;n/a;
27000;2020;July 10th;Guest Artist;Drama;;10017;
27001;2020;July 10th;Bloody Nose, Empty Pockets;Documentary;;n/a;
27002;2020;July 9th;Breaking Surface;Drama;380445;n/a;380445
27003;2020;July 9th;Bul-lyang-han ka-jok;Comedy;31624;n/a;31624
27004;2020;July 8th;Tout simplement noir;Comedy;6288085;n/a;6288085
27005;2021;October 1st;The Jesus Music;Documentary;;1016725;
27006;2021;October 1st;Implanted;Thriller/Suspense;;n/a;
27007;2021;October 1st;Gold Beak;Adventure;5370000;n/a;5370000
27008;2020;July 9th;Bu-hwal;Documentary;164118;n/a;164118
27009;2021;October 1st;Getting Away With Murder;Documentary;6594;n/a;6594
27010;2021;October 1st;Falling for Figaro;Romantic Comedy;141603;35910;177513
27011;2021;October 1st;Dear Tutu: Operation T-Rex;Adventure;8410000;n/a;8410000
27012;2021;October 1st;Crazy Gamer;Romantic Comedy;180000;n/a;180000
27013;2021;October 1st;Dog Valley;Concert/Performance;;n/a;
27014;2021;October 1st;Clown's planet;Documentary;132;n/a;132
27015;2021;October 1st;Avci Ilk Kehanet;Action;11366;n/a;11366
27016;2021;October 1st;American Night;Thriller/Suspense;;n/a;
27017;2021;October 1st;Av: The Hunt;Thriller/Suspense;7786;n/a;7786
27018;2021;October 1st;The Addams Family 2;Adventure;63303466;56489153;119792619
27019;2021;October 1st;Berend Botje;Adventure;345751;n/a;345751
27020;2021;October 1st;Algren;Documentary;;n/a;
27021;2021;July 7th;Yannick: An ArtistÃ¢â‚¬â„¢s Journey;Documentary;2891;n/a;2891
27022;2021;March 30th;Nitram;Drama;345262;n/a;345262
27023;2021;October 1st;Venom: Let There be Carnage;Action;288050013;213550366;501600379
27024;2021;September 30th;Republic;Thriller/Suspense;7635;n/a;7635
27025;2021;September 30th;Syotbeoseu gimyohaeng;Thriller/Suspense;2254;n/a;2254
27026;2021;April 1st;Memoria;Drama;410205;52656;462861
27027;2019;May 3rd;El Chicano;Drama;;700261;
27028;2019;May 3rd;Diamond Anxiety;Horror;58408;n/a;58408
27029;2019;May 3rd;Bolden;Drama;;n/a;
27030;2019;May 3rd;Cat Princess;Adventure;144823;n/a;144823
27031;2019;May 3rd;Blackia;Drama;59584;n/a;59584
27032;2019;May 3rd;Blank;Thriller/Suspense;18352;n/a;18352
27033;2019;May 3rd;Clara;Action;;n/a;
27034;2019;May 3rd;Athiran;Thriller/Suspense;1355;n/a;1355
27035;2019;May 3rd;Ask Dr. Ruth;Documentary;22089;297195;319284
27036;2019;May 3rd;Bardo Blues;Drama;;n/a;
27037;2019;May 3rd;Alem-i Cin 2;Horror;147597;n/a;147597
27038;2019;May 3rd;Being Leonardo Da Vinci;Drama;13216;n/a;13216
27039;2019;May 2nd;Solum;Thriller/Suspense;87468;n/a;87468
27040;2019;May 2nd;Italian Best Shorts 3: Italian Fantasy;;29239;n/a;29239
27041;2019;May 2nd;Paw Patrol and Nella A Brave Princess;;231532;n/a;231532
27042;2019;May 2nd;AtÃƒÂ© Que o Porno Nos Separe;Documentary;6780;n/a;6780
27043;2019;May 2nd;A Sombra do pai;Drama;;n/a;
27044;2019;May 1st;Wu Kong Qi Yu Ji;Adventure;3190549;n/a;3190549
27045;2019;May 2nd;Goodbye My Love, North Korea;Documentary;8320;n/a;8320
27046;2019;May 1st;Spasibo dedu za pobedu;Comedy;103820;n/a;103820
27047;2019;May 1st;Naui Teukbyeolhan Hyungje;Drama;10207898;n/a;10207898
27048;2019;May 3rd;UglyDolls;Adventure;8212905;20150241;28363146
27049;2020;July 8th;Perfect 10;Drama;65401;n/a;65401
27050;2020;July 8th;Ai Weiwei: Yours Truly;Documentary;;n/a;
27051;2020;July 3rd;Vulkan;Comedy;168;n/a;168
27052;2019;May 1st;MOOP;Drama;;n/a;
27053;2020;July 3rd;Tenshi no harawata: Akai inga;Drama;407;n/a;407
27054;2020;July 4th;Dark As Summer Wine;Drama;;n/a;
27055;2020;July 3rd;Relic;Thriller/Suspense;2199610;1047083;3246693
27056;2020;July 8th;The Secret Garden;Drama;7809322;n/a;7809322
27057;2020;July 3rd;De Piraten van Hiernaast;Adventure;1877244;n/a;1877244
27058;2020;July 2nd;The Outpost;Action;1913018;186634;2099652
27059;2020;July 3rd;Mother;Thriller/Suspense;1123459;n/a;1123459
27060;2020;July 3rd;One Day in the Life of Noah Piugattuk;Drama;;n/a;
27061;2020;July 3rd;La lista de los deseos;Comedy;268271;n/a;268271
27062;2020;July 3rd;Gli anni amari;Drama;12607;n/a;12607
27063;2020;July 3rd;Elliott Erwitt: Silence Sounds Good;Documentary;;n/a;
27064;2020;July 3rd;Faz-me Companhia;Horror;1099;n/a;1099
27065;2020;July 3rd;John Lewis: Good Trouble;Documentary;;n/a;
27066;2020;July 3rd;SamotÃƒÂ¡ri;Comedy;6552;n/a;6552
27067;2020;July 3rd;Denise Ho Ã¢â‚¬â€ Becoming the Song;Documentary;;n/a;
27068;2020;July 3rd;Il delitto Mattarella;Drama;16560;n/a;16560
27069;2020;July 3rd;Contra el Demonio;Horror;;n/a;
27070;2021;September 30th;Chal Mera Putt 3;Comedy;942663;n/a;942663
27071;2020;July 3rd;Ammen;Comedy;37722;n/a;37722
27072;2021;September 29th;Susaekja;Thriller/Suspense;158937;n/a;158937
27073;2020;July 3rd;Anchiporuno;Drama;1012;n/a;1012
27074;2021;October 8th;No Time to Die;Action;601594234;160891007;762485241
27075;2021;September 25th;Razzhimaya kulaki;Drama;3446;n/a;3446
27076;2021;September 24th;ZboÃ…Â¾Ã…Ë†ovanÃƒÂ½;Comedy;543580;n/a;543580
27077;2021;November 19th;Chang jin hu;Action;911333022;333214;911666236
27078;2020;July 3rd;Beards;Comedy;985;n/a;985
27079;2021;September 24th;Wu Ge Pu Shui De Shao Nian;Drama;9770000;n/a;9770000
27080;2021;September 29th;Finland AKI korismaki fim retrospective exhibition;;100000;n/a;100000
27081;2021;September 25th;Bu Si Niao Zhi Lian;Romantic Comedy;620000;n/a;620000
27082;2021;September 24th;True Calling;Drama;113;n/a;113
27083;2021;September 24th;Through the Glass Darkly;Thriller/Suspense;;n/a;
27084;2021;September 24th;This is the Year;Romantic Comedy;;n/a;
27085;2021;September 24th;Tian Shang De Hai Zi;Drama;20000;n/a;20000
27086;2021;September 24th;The Tape;Drama;13562;n/a;13562
27087;2021;September 24th;SilÃƒÂªncio - Vozes de Lisboa;Documentary;839;n/a;839
27088;2021;September 24th;Sin;Drama;59;n/a;59
27089;2021;September 24th;Negro pÃƒÂºrpura;Documentary;10437;n/a;10437
27090;2021;September 24th;El Planeta;Comedy;131;7181;7312
27091;2021;September 24th;Otto Barbarul;Thriller/Suspense;2313;n/a;2313
27092;2021;September 24th;Me Nokta Ali;;2030;n/a;2030
27093;2019;May 1st;Jessica Forever;Drama;;n/a;
27094;2019;May 3rd;The Intruder;Thriller/Suspense;5208425;35388976;40597401
27095;2019;May 3rd;Xia Yi Ren: Qian Ren;Drama;18914072;91884;19005956
27096;2019;April 27th;Mult v. Kino Vypusk No. 96;Adventure;69376;n/a;69376
27097;2019;April 30th;Non sono un Assassino;Thriller/Suspense;1328976;n/a;1328976
27098;2019;April 29th;Kingdom Men Rising;Documentary;;n/a;
27099;2019;February 21st;Zhuang si le yi zhi yang;Drama;1555255;n/a;1555255
27100;2019;April 26th;Yellow is Forbidden;Documentary;31893;n/a;31893
27101;2019;April 30th;Dong Wu Chu Ji;Adventure;442969;n/a;442969
27102;2021;September 24th;National Theatre Live: Romeo & Juliet;Concert/Performance;155585;n/a;155585
27103;2019;April 26th;Victor et CÃƒÂ©lia;;666647;n/a;666647
